descricao,contacontabil,desc_contacontabil
prestacao servicos conforme nf 963 gastrocentro umc diagnosticos medicos ltda valor 759.19 c,411,servicos prestados
prestacao servicos conforme nf 964 pathology diagnosticos medicina ltda valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 965 centro integrado citologia e colposcopia valor 1003.13 c,411,servicos prestados
prestacao servicos conforme nf 966 biopsia laboratorio anatomopatologia e citopatologia ltda valor 100.00 c,411,servicos prestados
prestacao servicos conforme nf 967 biopsia laboratorio anatomopatologia e citopatologia ltda valor 737.04 c,411,servicos prestados
prestacao servicos conforme nf 968 branne laboratorio patologia ltda valor 1995.61 c,411,servicos prestados
prestacao servicos conforme nf 969 laboratorio patologia kcm sociedade medica ltda epp valor 1780.00 c,411,servicos prestados
prestacao servicos conforme nf 970 dlc diagnosticos valor 1800.00 c,411,servicos prestados
prestacao servicos conforme nf 971 lapac laboratorio anatomia patologica e citopatologia ltda valor 70.00 c,411,servicos prestados
prestacao servicos conforme nf 972 laps laboratorio anatomo patologico serapiao sc ltda epp valor 739.69 c,411,servicos prestados
prestacao servicos conforme nf 973 centro citologico imperatriz ltda valor 600.00 c,411,servicos prestados
prestacao servicos conforme nf 974 macro e micro anatomia patologia ss valor 5900.00 c,411,servicos prestados
prestacao servicos conforme nf 975 laboratorio oikawa eireli valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 976 dlc diagnosticos valor 1000.00 c,411,servicos prestados
prestacao servicos conforme nf 977 macro e micro anatomia patologia ss valor 350.00 c,411,servicos prestados
prestacao servicos conforme nf 978 liga paranaense combate ao cancer valor 1380.00 c,411,servicos prestados
prestacao servicos conforme nf 979 pathology diagnosticos medicina ltda valor 374.00 c,411,servicos prestados
prestacao servicos conforme nf 980 lgl assessoria medica ltda valor 908.69 c,411,servicos prestados
prestacao servicos conforme nf 981 centro diagnostico patologia ltda valor 1314.10 c,411,servicos prestados
prestacao servicos conforme nf 982 50236 laboratorio anatomia patologic valor 956.62 c,411,servicos prestados
prestacao servicos conforme nf 983 laboratorio patologia dr menezes ltda valor 1302.39 c,411,servicos prestados
prestacao servicos conforme nf 984 instituto patologia aracatuba ltda valor 3337.83 c,411,servicos prestados
prestacao servicos conforme nf 985 instituto patologia aracatuba ltda valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 986 rezende e bringel medicina diagnostica ltda valor 358.73 c,411,servicos prestados
prestacao servicos conforme nf 987 citodiagnostico ss ltda valor 703.12 c,411,servicos prestados
prestacao servicos conforme nf 988 clientes diversos valor 158.84 c,411,servicos prestados
prestacao servicos conforme nf 989 citopar centro cito patologia parana ltda valor 520.82 c,411,servicos prestados
prestacao servicos conforme nf 990 citopar centro cito patologia parana ltda valor 3176.32 c,411,servicos prestados
prestacao servicos conforme nf 991 lgr patologia ltda valor 2615.90 c,411,servicos prestados
prestacao servicos conforme nf 992 centro apoio patologia guarapuava valor 1317.53 c,411,servicos prestados
prestacao servicos conforme nf 993 anatomia patologica e citologia valor 222.85 c,411,servicos prestados
prestacao servicos conforme nf 996 dlc diagnosticos valor 3291.50 c,411,servicos prestados
prestacao servicos conforme nf 998 karla patricia casemiro valor 1102.55 c,411,servicos prestados
prestacao servicos conforme nf 999 rdb analises clinicas ltda valor 1530.10 c,411,servicos prestados
prestacao servicos conforme nf 1000 clinica bem estar ltda epp valor 565.06 c,411,servicos prestados
prestacao servicos conforme nf 1001 incito instituto citopatologia e anatomia patologica piaui ltda valor 637.53 c,411,servicos prestados
prestacao servicos conforme nf 1002 clientes diversos valor 1624.46 c,411,servicos prestados
prestacao servicos conforme nf 1003 instituto patologia oeste valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 1004 imunocore laboratorio patologia ltda valor 580.00 c,411,servicos prestados
prestacao servicos conforme nf 1005 citopar centro cito patologia parana ltda valor 150.00 c,411,servicos prestados
prestacao servicos conforme nf 1006 dlc diagnosticos valor 2800.00 c,411,servicos prestados
prestacao servicos conforme nf 1007 50236 laboratorio anatomia patologic valor 437.50 c,411,servicos prestados
prestacao servicos conforme nf 1008 lgl assessoria medica ltda valor 1500.00 c,411,servicos prestados
prestacao servicos conforme nf 1009 mikros tj anatomia patologica e citologica valor 1995.61 c,411,servicos prestados
prestacao servicos conforme nf 1010 nadia aparecida lorencette anatomia patologia ltda valor 1050.57 c,411,servicos prestados
prestacao servicos conforme nf 1011 lapac laboratorio anatomia patologica e citopatologia ltda valor 982.09 c,411,servicos prestados
prestacao servicos conforme nf 1012 instituto anatomia patologica e citopatologia dkj ltda me valor 891.00 c,411,servicos prestados
prestacao servicos conforme nf 1013 moreira junior valor 770.06 c,411,servicos prestados
prestacao servicos conforme nf 1014 moreira junior valor 300.00 c,411,servicos prestados
prestacao servicos conforme nf 1015 laboratorio patologia concordia ltda valor 1010.97 c,411,servicos prestados
prestacao servicos conforme nf 1016 gastroclinica ltda valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 1017 citopar centro cito patologia parana ltda valor 210.00 c,411,servicos prestados
prestacao servicos conforme nf 1018 citolabor laboratorio clinico ltda valor 380.00 c,411,servicos prestados
prestacao servicos conforme nf 1019 bml patologia eireli valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 1020 instituto gastroenterologia uberlandia ltda valor 700.00 c,411,servicos prestados
prestacao servicos conforme nf 1021 laboratorio patologia vdo s valor 3500.00 c,411,servicos prestados
prestacao servicos conforme nf 1022 dlc diagnosticos valor 180.00 c,411,servicos prestados
prestacao servicos conforme nf 1023 dlc diagnosticos valor 155.68 c,411,servicos prestados
prestacao servicos conforme nf 1024 bml patologia eireli valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 1025 mikros tj anatomia patologica e citologica valor 165.48 c,411,servicos prestados
prestacao servicos conforme nf 1026 lapac laboratorio anatomia patologica e citopatologia ltda valor 182.78 c,411,servicos prestados
prestacao servicos conforme nf 1027 lgl assessoria medica ltda valor 688.00 c,411,servicos prestados
prestacao servicos conforme nf 1028 lgl assessoria medica ltda valor 1398.33 c,411,servicos prestados
prestacao servicos conforme nf 1029 lgl assessoria medica ltda valor 3400.00 c,411,servicos prestados
prestacao servicos conforme nf 1030 anatomia patologica e citologia valor 2450.00 c,411,servicos prestados
prestacao servicos conforme nf 1031 cpda centro procedimentos diagnosticos amazonia ltda valor 950.00 c,411,servicos prestados
prestacao servicos conforme nf 1032 laps laboratorio anatomo patologico serapiao sc ltda epp valor 300.00 c,411,servicos prestados
prestacao servicos conforme nf 1033 fundacao abc unidade apoio administrativo valor 1600.00 c,411,servicos prestados
prestacao servicos conforme nf 1034 php patologia humana diagnostica ltda valor 2066.26 c,411,servicos prestados
prestacao servicos conforme nf 1035 php patologia humana diagnostica ltda valor 190.00 c,411,servicos prestados
prestacao servicos conforme nf 1036 anatomia patologica e citologia valor 450.00 c,411,servicos prestados
prestacao servicos conforme nf 1037 cpm laboratorio patocito caxias ltda valor 380.00 c,411,servicos prestados
prestacao servicos conforme nf 1038 cpm laboratorio patocito caxias ltda valor 3208.58 c,411,servicos prestados
prestacao servicos conforme nf 1039 cpm laboratorio patocito caxias ltda valor 1100.02 c,411,servicos prestados
prestacao servicos conforme nf 1040 cpm laboratorio patocito caxias ltda valor 519.83 c,411,servicos prestados
prestacao servicos conforme nf 1041 bml patologia eireli valor 2717.07 c,411,servicos prestados
prestacao servicos conforme nf 1042 laboratorio patologia dr menezes ltda valor 100.00 c,411,servicos prestados
prestacao servicos conforme nf 1043 centro integrado citologia e colposcopia valor 1003.13 c,411,servicos prestados
prestacao servicos conforme nf 1044 centro diagnostico anatomia patologica e analises clinicas ltda valor 988.05 c,411,servicos prestados
prestacao servicos conforme nf 1045 macro e micro anatomia patologia ss valor 3320.96 c,411,servicos prestados
prestacao servicos conforme nf 1046 macro e micro anatomia patologia ss valor 350.00 c,411,servicos prestados
prestacao servicos conforme nf 1047 dlc diagnosticos valor 300.00 c,411,servicos prestados
prestacao servicos conforme nf 1048 mikros tj anatomia patologica e citologica valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 1049 mikros tj anatomia patologica e citologica valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 1050 lgl assessoria medica ltda valor 295.00 c,411,servicos prestados
prestacao servicos conforme nf 1051 endovita ltda valor 250.37 c,411,servicos prestados
prestacao servicos conforme nf 1052 diagnosticos falcao ltda valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 1053 patho diagnose ctro diagn medico pat ss ltda valor 1393.89 c,411,servicos prestados
prestacao servicos conforme nf 1054 laco labortorio ltda valor 815.30 c,411,servicos prestados
prestacao servicos conforme nf 1055 citopat laboratorio patologia ltda valor 1297.74 c,411,servicos prestados
prestacao servicos conforme nf 1056 cpda centro procedimentos diagnosticos amazonia ltda valor 927.91 c,411,servicos prestados
prestacao servicos conforme nf 1057 apci diagnosticos medicos ss ltda valor 1100.00 c,411,servicos prestados
prestacao servicos conforme nf 1058 lgl assessoria medica ltda valor 3400.00 c,411,servicos prestados
prestacao servicos conforme nf 1059 clientes diversos valor 1962.01 c,411,servicos prestados
prestacao servicos conforme nf 1060 gastrocentro umc diagnosticos medicos ltda valor 759.19 c,411,servicos prestados
prestacao servicos conforme nf 1061 laboratorio colpat ltda epp valor 180.00 c,411,servicos prestados
prestacao servicos conforme nf 1062 laboratorio colpat ltda epp valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 1063 laboratorio colpat ltda epp valor 184.31 c,411,servicos prestados
prestacao servicos conforme nf 1064 laboratorio colpat ltda epp valor 206.85 c,411,servicos prestados
prestacao servicos conforme nf 1065 laboratorio colpat ltda epp valor 208.90 c,411,servicos prestados
prestacao servicos conforme nf 1066 laboratorio colpat ltda epp valor 180.00 c,411,servicos prestados
prestacao servicos conforme nf 1067 instituto presbiteriano mackenzie valor 1320.96 c,411,servicos prestados
prestacao servicos conforme nf 1068 branne laboratorio patologia ltda valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 1069 laboratorio patologia kcm sociedade medica ltda epp valor 1780.00 c,411,servicos prestados
prestacao servicos conforme nf 1070 bml patologia eireli valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 1071 lapac laboratorio anatomia patologica e citopatologia ltda valor 70.00 c,411,servicos prestados
prestacao servicos conforme nf 1072 laps laboratorio anatomo patologico serapiao sc ltda epp valor 739.69 c,411,servicos prestados
prestacao servicos conforme nf 1073 centro citologico imperatriz ltda valor 600.00 c,411,servicos prestados
prestacao servicos conforme nf 1074 anatomia patologica e citologia valor 222.85 c,411,servicos prestados
prestacao servicos conforme nf 1075 pathology diagnosticos medicina ltda valor 374.00 c,411,servicos prestados
prestacao servicos conforme nf 1076 laboratorio oikawa eireli valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 1077 50236 laboratorio anatomia patologic valor 956.62 c,411,servicos prestados
prestacao servicos conforme nf 1078 centro diagnostico patologia ltda valor 1314.10 c,411,servicos prestados
prestacao servicos conforme nf 1079 lgl assessoria medica ltda valor 908.69 c,411,servicos prestados
prestacao servicos conforme nf 1080 liga paranaense combate ao cancer valor 1380.00 c,411,servicos prestados
prestacao servicos conforme nf 1081 citomed diagnosticos ltda valor 582.15 c,411,servicos prestados
prestacao servicos conforme nf 1082 gastroclinica ltda valor 333.11 c,411,servicos prestados
prestacao servicos conforme nf 1083 laboratorio patologia dr menezes ltda valor 1302.39 c,411,servicos prestados
prestacao servicos conforme nf 1084 biopsia laboratorio anatomopatologia e citopatologia ltda valor 100.00 c,411,servicos prestados
prestacao servicos conforme nf 1085 biopsia laboratorio anatomopatologia e citopatologia ltda valor 737.04 c,411,servicos prestados
prestacao servicos conforme nf 1086 citopar centro cito patologia parana ltda valor 3392.10 c,411,servicos prestados
prestacao servicos conforme nf 1087 instituto patologia aracatuba ltda valor 3337.83 c,411,servicos prestados
prestacao servicos conforme nf 1088 clientes diversos valor 1624.46 c,411,servicos prestados
