30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1011 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,982.09,,"99,482.67c",,,,,,"381,911.70c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1012 - INSTITUTO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA DKJ LTDA - ME ,,,,,,,,,,504,,,,891.00,,"100,373.67c",,,,,,"382,802.70c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1013 - MOREIRA JUNIOR ,,,,,,,,,,504,,,,770.06,,"101,143.73c",,,,,,"383,572.76c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1014 - MOREIRA JUNIOR ,,,,,,,,,,504,,,,300.00,,"101,443.73c",,,,,,"383,872.76c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1015 - LABORATÓRIO DE PATOLOGIA CONCÓRDIA LTDA ,,,,,,,,,,504,,,,"1,010.97",,"102,454.70c",,,,,,"384,883.73c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1016 - GASTRO-CLINICA LTDA ,,,,,,,,,,504,,,,200.00,,"102,654.70c",,,,,,"385,083.73c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1017 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,210.00,,"102,864.70c",,,,,,"385,293.73c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1018 - CITOLABOR LABORATORIO CLINICO LTDA. ,,,,,,,,,,504,,,,380.00,,"103,244.70c",,,,,,"385,673.73c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1019 - BML PATOLOGIA EIRELI ,,,,,,,,,,504,,,,500.00,,"103,744.70c",,,,,,"386,173.73c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1020 - INSTITUTO DE GASTROENTEROLOGIA DE UBERLANDIA LTDA ,,,,,,,,,,504,,,,700.00,,"104,444.70c",,,,,,"386,873.73c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1021 - LABORATORIO DE PATOLOGIA V.DO S ,,,,,,,,,,504,,,,"3,500.00",,"107,944.70c",,,,,,"390,373.73c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1022 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,180.00,,"108,124.70c",,,,,,"390,553.73c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1023 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,155.68,,"108,280.38c",,,,,,"390,709.41c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1024 - BML PATOLOGIA EIRELI ,,,,,,,,,,504,,,,500.00,,"108,780.38c",,,,,,"391,209.41c",,
02/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1025 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,504,,,,165.48,,165.48c,,,,,,"391,374.89c",,
02/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1026 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,182.78,,348.26c,,,,,,"391,557.67c",,
02/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1027 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,688.00,,"1,036.26c",,,,,,"392,245.67c",,
02/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1028 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,"1,398.33",,"2,434.59c",,,,,,"393,644.00c",,
02/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1029 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,"3,400.00",,"5,834.59c",,,,,,"397,044.00c",,
02/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1030 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,504,,,,"2,450.00",,"8,284.59c",,,,,,"399,494.00c",,
02/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1031 - CPDA CENTRO DE PROCEDIMENTOS DIAGNÓSTICOS DA AMAZONIA LTDA ,,,,,,,,,,504,,,,950.00,,"9,234.59c",,,,,,"400,444.00c",,
02/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1032 - LAPS LABORATORIO ANATOMO PATOLOGICO SERAPIAO S/C LTDA EPP ,,,,,,,,,,504,,,,300.00,,"9,534.59c",,,,,,"400,744.00c",,
02/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1033 - FUNDACAO DO ABC – UNIDADE DE APOIO ADMINISTRATIVO ,,,,,,,,,,504,,,,"1,600.00",,"11,134.59c",,,,,,"402,344.00c",,
05/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1034 - PHP PATOLOGIA HUMANA DIAGNOSTICA LTDA ,,,,,,,,,,504,,,,"2,066.26",,"13,200.85c",,,,,,"404,410.26c",,
05/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1035 - PHP PATOLOGIA HUMANA DIAGNOSTICA LTDA ,,,,,,,,,,504,,,,190.00,,"13,390.85c",,,,,,"404,600.26c",,
05/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1036 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,504,,,,450.00,,"13,840.85c",,,,,,"405,050.26c",,
06/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1037 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,504,,,,380.00,,"14,220.85c",,,,,,"405,430.26c",,
06/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1038 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,504,,,,"3,208.58",,"17,429.43c",,,,,,"408,638.84c",,
06/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1039 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,504,,,,"1,100.02",,"18,529.45c",,,,,,"409,738.86c",,
06/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1040 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,504,,,,519.83,,"19,049.28c",,,,,,"410,258.69c",,
07/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1041 - BML PATOLOGIA EIRELI ,,,,,,,,,,504,,,,"2,717.07",,"21,766.35c",,,,,,"412,975.76c",,
07/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1042 - LABORATORIO DE PATOLOGIA DR MENEZES LTDA ,,,,,,,,,,504,,,,100.00,,"21,866.35c",,,,,,"413,075.76c",,
07/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1043 - CENTRO INTEGRADO DE CITOLOGIA E COLPOSCOPIA ,,,,,,,,,,504,,,,"1,003.13",,"22,869.48c",,,,,,"414,078.89c",,
07/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1044 - CENTRO DE DIAGNOSTICO EM ANATOMIA PATOLOGICA E ANALISES CLINICAS LTDA ,,,,,,,,,,504,,,,988.05,,"23,857.53c",,,,,,"415,066.94c",,
12/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1045 - MACRO E MICRO - ANATOMIA PATOLOGIA S/S ,,,,,,,,,,504,,,,"3,320.96",,"27,178.49c",,,,,,"418,387.90c",,
12/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1046 - MACRO E MICRO - ANATOMIA PATOLOGIA S/S ,,,,,,,,,,504,,,,350.00,,"27,528.49c",,,,,,"418,737.90c",,
12/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1047 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,300.00,,"27,828.49c",,,,,,"419,037.90c",,
12/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1048 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,504,,,,200.00,,"28,028.49c",,,,,,"419,237.90c",,
12/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1049 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,504,,,,500.00,,"28,528.49c",,,,,,"419,737.90c",,
12/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1050 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,295.00,,"28,823.49c",,,,,,"420,032.90c",,
13/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1051 - ENDOVITA LTDA ,,,,,,,,,,504,,,,250.37,,"29,073.86c",,,,,,"420,283.27c",,
13/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1052 - DIAGNOSTICOS FALCAO LTDA ,,,,,,,,,,504,,,,900.00,,"29,973.86c",,,,,,"421,183.27c",,
13/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1053 - PATHO DIAGNOSE CTRO DE DIAGN. MÉDICO PAT. S/S LTDA ,,,,,,,,,,504,,,,"1,393.89",,"31,367.75c",,,,,,"422,577.16c",,
13/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1054 - LACO LABORTÓRIO LTDA ,,,,,,,,,,504,,,,815.30,,"32,183.05c",,,,,,"423,392.46c",,
13/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1055 - CITOPAT LABORATÓRIO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,"1,297.74",,"33,480.79c",,,,,,"424,690.20c",,
13/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1056 - CPDA CENTRO DE PROCEDIMENTOS DIAGNÓSTICOS DA AMAZONIA LTDA ,,,,,,,,,,504,,,,927.91,,"34,408.70c",,,,,,"425,618.11c",,
13/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1057 - APCI DIAGNOSTICOS MÉDICOS S/S LTDA ,,,,,,,,,,504,,,,"1,100.00",,"35,508.70c",,,,,,"426,718.11c",,
13/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1058 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,"3,400.00",,"38,908.70c",,,,,,"430,118.11c",,
13/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1059 - CLIENTES DIVERSOS ,,,,,,,,,,504,,,,"1,962.01",,"40,870.71c",,,,,,"432,080.12c",,
13/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1060 - GASTROCENTRO UMC DIAGNÓSTICOS MÉDICOS LTDA ,,,,,,,,,,504,,,,759.19,,"41,629.90c",,,,,,"432,839.31c",,
15/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1061 - LABORATORIO COLPAT LTDA - EPP ,,,,,,,,,,504,,,,180.00,,"41,809.90c",,,,,,"433,019.31c",,
15/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1062 - LABORATORIO COLPAT LTDA - EPP ,,,,,,,,,,504,,,,200.00,,"42,009.90c",,,,,,"433,219.31c",,
15/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1063 - LABORATORIO COLPAT LTDA - EPP ,,,,,,,,,,504,,,,184.31,,"42,194.21c",,,,,,"433,403.62c",,
15/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1064 - LABORATORIO COLPAT LTDA - EPP ,,,,,,,,,,504,,,,206.85,,"42,401.06c",,,,,,"433,610.47c",,
15/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1065 - LABORATORIO COLPAT LTDA - EPP ,,,,,,,,,,504,,,,208.90,,"42,609.96c",,,,,,"433,819.37c",,
15/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1066 - LABORATORIO COLPAT LTDA - EPP ,,,,,,,,,,504,,,,180.00,,"42,789.96c",,,,,,"433,999.37c",,
15/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1067 - INSTITUTO PRESBITERIANO MACKENZIE ,,,,,,,,,,504,,,,"1,320.96",,"44,110.92c",,,,,,"435,320.33c",,
15/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1068 - BRANNE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,250.00,,"44,360.92c",,,,,,"435,570.33c",,
15/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1069 - LABORATORIO DE PATOLOGIA KCM SOCIEDADE MEDICA LTDA - EPP ,,,,,,,,,,504,,,,"1,780.00",,"46,140.92c",,,,,,"437,350.33c",,
15/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1070 - BML PATOLOGIA EIRELI ,,,,,,,,,,504,,,,500.00,,"46,640.92c",,,,,,"437,850.33c",,
16/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1071 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,70.00,,"46,710.92c",,,,,,"437,920.33c",,
16/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1072 - LAPS LABORATORIO ANATOMO PATOLOGICO SERAPIAO S/C LTDA EPP ,,,,,,,,,,504,,,,739.69,,"47,450.61c",,,,,,"438,660.02c",,
16/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1073 - CENTRO CITOLOGICO DE IMPERATRIZ LTDA ,,,,,,,,,,504,,,,600.00,,"48,050.61c",,,,,,"439,260.02c",,
16/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1074 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,504,,,,222.85,,"48,273.46c",,,,,,"439,482.87c",,
16/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1075 - PATHOLOGY DIAGNOSTICOS EM MEDICINA LTDA ,,,,,,,,,,504,,,,374.00,,"48,647.46c",,,,,,"439,856.87c",,
16/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1076 - LABORATORIO OIKAWA EIRELI ,,,,,,,,,,504,,,,900.00,,"49,547.46c",,,,,,"440,756.87c",,
16/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1077 - 50236: LABORATORIO DE ANATOMIA PATOLOGIC ,,,,,,,,,,504,,,,956.62,,"50,504.08c",,,,,,"441,713.49c",,
16/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1078 - CENTRO DIAGNOSTICO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,"1,314.10",,"51,818.18c",,,,,,"443,027.59c",,
16/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1079 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,908.69,,"52,726.87c",,,,,,"443,936.28c",,
16/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1080 - LIGA PARANAENSE DE COMBATE AO CANCER ,,,,,,,,,,504,,,,"1,380.00",,"54,106.87c",,,,,,"445,316.28c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1081 - CITOMED DIAGNOSTICOS LTDA ,,,,,,,,,,504,,,,582.15,,"54,689.02c",,,,,,"445,898.43c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1082 - GASTRO-CLINICA LTDA ,,,,,,,,,,504,,,,333.11,,"55,022.13c",,,,,,"446,231.54c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1083 - LABORATORIO DE PATOLOGIA DR MENEZES LTDA ,,,,,,,,,,504,,,,"1,302.39",,"56,324.52c",,,,,,"447,533.93c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1084 - BIÓPSIA - LABORATÓRIO DE ANATOMOPATOLOGIA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,100.00,,"56,424.52c",,,,,,"447,633.93c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1085 - BIÓPSIA - LABORATÓRIO DE ANATOMOPATOLOGIA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,737.04,,"57,161.56c",,,,,,"448,370.97c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1086 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,"3,392.10",,"60,553.66c",,,,,,"451,763.07c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1087 - INSTITUTO DE PATOLOGIA DE ARAÇATUBA LTDA ,,,,,,,,,,504,,,,"3,337.83",,"63,891.49c",,,,,,"455,100.90c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1088 - CLIENTES DIVERSOS ,,,,,,,,,,504,,,,"1,624.46",,"65,515.95c",,,,,,"456,725.36c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1089 - CENTRO DE APOIO EM PATOLOGIA DE GUARAPUAVA ,,,,,,,,,,504,,,,"1,317.53",,"66,833.48c",,,,,,"458,042.89c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1090 - REZENDE E BRINGEL MEDICINA DIAGNOSTICA LTDA ,,,,,,,,,,504,,,,358.73,,"67,192.21c",,,,,,"458,401.62c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1091 - RDB ANALISES CLINICAS LTDA. ,,,,,,,,,,504,,,,"1,530.10",,"68,722.31c",,,,,,"459,931.72c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1092 - KARLA PATRICIA CASEMIRO ,,,,,,,,,,504,,,,"1,102.55",,"69,824.86c",,,,,,"461,034.27c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1093 - KARLA PATRICIA CASEMIRO ,,,,,,,,,,504,,,,250.00,,"70,074.86c",,,,,,"461,284.27c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1094 - INCITO - INSTITUTO DE CITOPATOLOGIA E ANATOMIA PATOLOGICA DO PIAUI LTDA ,,,,,,,,,,504,,,,637.53,,"70,712.39c",,,,,,"461,921.80c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1095 - CLINICA DE BEM ESTAR LTDA - EPP ,,,,,,,,,,504,,,,565.06,,"71,277.45c",,,,,,"462,486.86c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1096 - LGR PATOLOGIA LTDA ,,,,,,,,,,504,,,,"2,615.90",,"73,893.35c",,,,,,"465,102.76c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1097 - CPDA CENTRO DE PROCEDIMENTOS DIAGNÓSTICOS DA AMAZONIA LTDA ,,,,,,,,,,504,,,,250.00,,"74,143.35c",,,,,,"465,352.76c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1098 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,"1,500.00",,"75,643.35c",,,,,,"466,852.76c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1099 - NADIA APARECIDA LORENCETTE ANATOMIA PATOLOGIA LTDA ,,,,,,,,,,504,,,,"1,050.57",,"76,693.92c",,,,,,"467,903.33c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1100 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,"1,800.00",,"78,493.92c",,,,,,"469,703.33c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1101 - GASTRO-CLINICA LTDA ,,,,,,,,,,504,,,,200.00,,"78,693.92c",,,,,,"469,903.33c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1102 - IMUNOCORE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,580.00,,"79,273.92c",,,,,,"470,483.33c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1103 - LABORATÓRIO DE PATOLOGIA CONCÓRDIA LTDA ,,,,,,,,,,504,,,,"1,010.97",,"80,284.89c",,,,,,"471,494.30c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1104 - BRANNE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,"1,995.61",,"82,280.50c",,,,,,"473,489.91c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1105 - CLIENTES DIVERSOS ,,,,,,,,,,504,,,,158.84,,"82,439.34c",,,,,,"473,648.75c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1106 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,150.00,,"82,589.34c",,,,,,"473,798.75c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1107 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,982.09,,"83,571.43c",,,,,,"474,780.84c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1108 - LACO LABORTÓRIO LTDA ,,,,,,,,,,504,,,,815.30,,"84,386.73c",,,,,,"475,596.14c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1109 - MOREIRA JUNIOR ,,,,,,,,,,504,,,,300.00,,"84,686.73c",,,,,,"475,896.14c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1110 - MOREIRA JUNIOR ,,,,,,,,,,504,,,,770.06,,"85,456.79c",,,,,,"476,666.20c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1111 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,210.00,,"85,666.79c",,,,,,"476,876.20c",,
29/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1112 - INSTITUTO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA DKJ LTDA - ME ,,,,,,,,,,504,,,,891.00,,"86,557.79c",,,,,,"477,767.20c",,
30/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1113 - GASTRO-CLINICA LTDA ,,,,,,,,,,504,,,,300.00,,"86,857.79c",,,,,,"478,067.20c",,
30/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1114 - LABORATORIO COLPAT LTDA - EPP ,,,,,,,,,,504,,,,375.00,,"87,232.79c",,,,,,"478,442.20c",,
30/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1115 - CENTRO DE APOIO EM PATOLOGIA DE GUARAPUAVA ,,,,,,,,,,504,,,,800.00,,"88,032.79c",,,,,,"479,242.20c",,
30/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1116 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,450.00,,"88,482.79c",,,,,,"479,692.20c",,
30/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1117 - CENTRO DE APOIO EM PATOLOGIA DE GUARAPUAVA ,,,,,,,,,,504,,,,350.00,,"88,832.79c",,,,,,"480,042.20c",,
30/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1118 - GASTRO-CENTRO - CENTRO DE ENDOSCOPIA DO APARELHO DIGESTIVO LTDA ,,,,,,,,,,504,,,,760.00,,"89,592.79c",,,,,,"480,802.20c",,
30/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1119 - LABORATORIO DE PATOLOGIA V.DO S ,,,,,,,,,,504,,,,"3,500.00",,"93,092.79c",,,,,,"484,302.20c",,
30/05/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1120 - INSTITUTO DE GASTROENTEROLOGIA DE UBERLANDIA LTDA ,,,,,,,,,,504,,,,700.00,,"93,792.79c",,,,,,"485,002.20c",,
02/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1121 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,504,,,,209.72,,209.72c,,,,,,"485,211.92c",,
02/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1122 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,184.11,,393.83c,,,,,,"485,396.03c",,
02/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1123 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,"3,291.50",,"3,685.33c",,,,,,"488,687.53c",,
02/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1124 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,"5,586.07",,"9,271.40c",,,,,,"494,273.60c",,
02/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1125 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,682.00,,"9,953.40c",,,,,,"494,955.60c",,
03/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1127 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,504,,,,"1,995.61",,"11,949.01c",,,,,,"496,951.21c",,
03/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1128 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,504,,,,112.00,,"12,061.01c",,,,,,"497,063.21c",,
03/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1129 - BML PATOLOGIA EIRELI ,,,,,,,,,,504,,,,500.00,,"12,561.01c",,,,,,"497,563.21c",,
03/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1130 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,504,,,,"2,450.00",,"15,011.01c",,,,,,"500,013.21c",,
03/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1131 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,180.00,,"15,191.01c",,,,,,"500,193.21c",,
03/06/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1132 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,155.68,,"15,346.69c",,,,,,"500,348.89c",,
